brand,prices,location_phone,storage,battery,links
"['IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE', 'IPHONE']","['د.م.850', 'د.م.2,800', 'د.م.1,850', 'د.م.5,000', 'Free', 'د.م.4,800', 'د.م.550', 'د.م.3,300', 'د.م.1,900', 'Free', 'DA800', 'د.م.1,000', 'د.م.1', 'د.م.600', 'د.م.1,700', 'د.م.4,800', 'د.م.2,500', 'د.م.700', 'د.م.2,700', 'د.م.2,300', 'د.م.4,800', 'د.م.1,900', 'د.م.3,000', 'د.م.6,700']","['الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة', 'الرباط, الرباط - سلا - القنيطرة']","[732, 64, 256, 'No info', 'No info', 1264, 'No info', 11128, 64, 'No info', 'No info', 'No info', 13256, 'No info', 'No info', 64, 64, 'No info', 'No info', 'No info', 64, 256, 256, 'No info']","[76, 83, 'No info', 'No info', 'No info', 89, 'No info', 'No info', 'No info', 'No info', 'No info', 'No info', 100, 'No info', 'No info', 89, 86, 'No info', 'No info', 'No info', 87, 91, 'No info', 'No info']","['https://www.facebook.com/marketplace/item/770231457856047/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/698797198576888/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1457463928111704/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1186421105602151/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/537671938377945/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1334778060640772/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1153751018840156/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1136104433726387/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/684921919910316/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/856224105460190/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/898403261569726/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1517599872068314/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/657252556194084/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/6498993796783281/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/726224705502149/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/676505147359329/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/886718492513245/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/825085455257091/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/567710938164093/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/678628637066714/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/556797009442947/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/1247144946143611/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/564337395220213/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD', 'https://www.facebook.com/marketplace/item/714592000271325/?hoisted=false&ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A353381f2-4a14-40af-979f-1615eba69cd0&__tn__=!%3AD']"
